[00:00] おしゃれ!
[228:57] ところ5300円で
[228:59] お帰りさせて
[229:00] いただいています
[229:01] このまずね
[229:03] とくたけっていう
[229:04] 会社が
[229:06] もう本当に
[229:07] お客様に
[229:08] ぜひ知っていただきたい
[229:09] すごい会社なんですよ
[229:10] あい
[229:11] 足元から
[229:12] 人生幸せに
[229:13] をしようということで
[229:15] 来年で
[229:16] 70年になります
[229:18] 70年です
[229:20] 70年という
[229:22] その年月に
[229:23] 至るに
[229:24] 当たり
[229:25] 本当に
[229:26] 親戚をいわれて
[229:27] 高齢者向けの
[229:28] スープスの文字や
[229:29] 国内トップシェア
[229:30] 数量も
[229:32] 金額もなんですね
[229:33] で
[229:34] 特に
[229:35] あいみや
[229:36] 1995年から
[229:37] できてるんですよ
[229:38] はい
[229:39] 作名30年を迎えまして
[229:40] これで
[229:41] どれだけ私も
[229:42] あの
[229:43] 本当に親戚しが
[229:44] おすすめになったか
[229:45] っていう感じなんですが
[229:46] ありがとうございます
[229:47] 本当に
[229:48] こういう
[229:49] 困ったときに
[229:50] 助けてくださる
[229:51] そういう
[229:52] メーカーとして
[229:53] 大工票になっていて
[229:54] ものづくり
[229:55] とても
[229:56] 私に
[229:57] 受き合って
[229:58] 現場の方々の
[230:00] ご意見
[230:00] で 新才院の特別賞をいただいたり
[230:03] あとは 日本 サービス対象では
[230:05] 経済産業大臣賞をいただいたり
[230:07] あとはPSRワード 令和3年度には
[230:10] 製品安全対策優良企業表賞
[230:14] こういうところもいただいていたり
[230:17] 中小企業生賞事業者
[230:19] 有入事業者部門においては
[230:21] 経済産業大臣賞
[230:23] いただくというこういう会社が手がけているのが
[230:27] あいう身になりますので
[230:28] そこの代表である
[230:30] 特多化産がご視聴してくださっていて
[230:33] 全国のお客様にやっぱり
[230:36] 悩んでらっしゃる方が多くって
[230:38] どこを探したのかわからない
[230:39] そういう声が多いので
[230:41] 作ってるわけですよね
[230:43] そうです
[230:44] そしてこの駆舌
[230:45] ちょっとお客様のご紹介をさせていただきます
[230:48] ご購入者のお声なんですが
[230:51] ミニーテが少し不自由なので
[230:54] いつも駆と駆舌を運のに困っていたが
[230:58] 駆舌を買ってから全部自分ができているので
[231:02] 喜んでいますって
[231:03] 100歳の渡がないとないです
[231:06] 人生100年小さいです
[231:09] そしてあざやあざができやすく
[231:12] オーマンを使いたいが
[231:14] 晴れがひどく足裏までパンパンのため
[231:17] 駆舌も食い込んでしまう方のため買いました
[231:22] 厚で伸びが良い
[231:23] 配測スの全てを買えたものを買うのには大変
[231:27] 愛媛は用意商品いつも助かっています
[231:30] 手軽に変えるとありがたいと30代の方からもいただいています
[231:34] 94歳の母が駆舌が貼けない
[231:37] 駆舌が駆れると困ると言っていた
[231:40] 愛媛の駆舌は伸びるので
[231:42] 駆優すくピタッとして駆れにくい母が喜んでいます
[231:46] 74歳の方から94歳のおかさまでご意見をいただいています
[231:50] そしてこちらもいきましょう
[231:52] 施設で過ごしているそぼへ軽量の日のプレゼントとして私ました
[231:56] 両足の向くみが強く普通の駆舌ではかなり
[231:59] 食い込んでしまう状況だったので
[232:02] 今回購入させていただきました
[232:04] おもごさんである33歳の方からです
[232:06] そして購入の母に購入しました
[232:09] 左右全後どちらでもというのは
[232:12] 重った以上に吐きやすいとのことです
[232:14] ありがとうございます61歳の方からです
[232:17] くずしたで長い間とても困っていましたが
[232:20] よく伸びて締め付け感がなく
[232:22] サポーターの上から吐けるので
[232:24] とても嬉しいです
[232:25] 87歳の方そして困っていることなく
[232:29] このくずしたは父に博士やすいし
[232:31] 入力後に博士やすいと施設の食品にも言われ
[232:36] とても助かっています
[232:37] 60代女性の方からいただいています
[232:39] 私も超の日差がすごくにいたくなっています
[232:44] 実はサポーターを入っています
[232:46] そのサポーターとこのくずしたを
[232:49] 経由しているような感覚にして
[232:52] 余裕でも便便の見ますので
[232:55] この状態でこの感覚で吐ける予算なので
[232:59] 本当にあると便利ありがとうございます
[233:03] 本当に前先ほどの皆さんの声も
[233:06] 本当に会いたいなと思います
[233:08] 私達が会えて開発したというのは
[233:11] 本当に意味があったんだなと思いました
[233:14] 全体にゴムがあるって
[233:16] どういうことかというのも
[233:18] 本当に改めてみていただきたいんですが
[233:20] こういうことなんです
[233:22] こういうこと全体にゴム
[233:25] それでちゃんと抜けにくくも
[233:29] そうです
[233:29] 考えているわけです
[233:31] 先後例の方の90代のお母さんが
[233:34] 抜けにくくて良かったと
[233:36] かかとがないから
[233:38] 確か全後どっちでも印象なんです
[233:41] どっちでも大丈夫です
[233:43] アラウトまたピーってなるんです
[233:45] はいてると少し足の形みたいになるんですけど
[233:49] またアラウトこんなもとおります
[233:51] はい
[233:53] 本当に長さも足の大きい方だと
[233:59] こっち側に引っ張られるから
[234:01] この竹はちょっと短くなります
[234:03] 少しちょっと短くなります
[234:05] こういう感じです
[234:06] ここが短くなります
[234:08] 普通の速度使う方が近くなる
[234:10] 今度は足の小さい方というか
[234:13] 通勢すぐらいの方が
[234:15] 図れるとちゃんとこういう竹感が出てくる
[234:18] とかそうやってご自身の足にそうなんです
[234:22] 合わせていくかな
[234:23] はい
[234:24] そうなんです
[234:25] なのでサイズがないというのはそういうことですね
[234:28] やっぱり皆さんね顔が違うの
[234:31] 皆さん顔も違いますし
[234:33] すると同じように足の形も違いますし
[234:36] また症状
[234:37] そうです
[234:37] ちょっとさないみたいな感じがある
[234:40] そういう方に
[234:42] いろんな方の足にフィットする
[234:45] ジャストフィットできるようなスクリーンになっている
[234:49] これすごくいいなと思ったのが
[234:51] たまたま
[234:51] こっちの落ち地が足の指先
[234:53] 冷えなあたりがすごく深度って
[234:56] あの大変だったんですよね
[234:58] 普通の靴下だと
[234:59] かかと入れちゃうと
[235:01] つま先のところがやっぱりギュッとなってくるんですよ
[235:03] だからかかとの内部
[235:07] ちょっとつま先をゆとりを持たせて
[235:10] 余るような感じにしても分けるんですか
[235:13] そうですね
[235:14] かかとがないというのは本当に
[235:16] いろんな使い方をみなさんしていただけるので
[235:19] だからやっぱりこういう靴下って
[235:23] ありそうでない
[235:25] そうなんです
[235:25] ありそうでない
[235:26] 何がこの伸び伸び靴下なんです
[235:29] 伸びいるサイズがないというので
[235:32] 今回四速セットというのは
[235:34] あとで5家族で仕上していただけるというんですよ
[235:38] ちょっと試しにということもできます
[235:40] なので寒いからちょっと寝るときも運をね
[235:44] っていう方もいらっしゃると思います
[235:45] 冷房対策で運をないのかともいらっしゃる
[235:48] あとは日常にとかこういう感覚で
[235:51] ちょっとこういうことは起こりたくないけれど
[235:54] 毛が押してるよ
[235:55] そこで運かなけね
[235:56] とかあとはもう本当に向くみで困ってます
[235:59] とか冷えで困ってますが
[236:00] そういう方にもじわしっかりしてますから
[236:04] 厚めです
[236:05] そうですね
[236:06] でもメーカーを目なので
[236:08] そこまで厚さを感じることはないんですよね
[236:11] そうですね
[236:12] こうやるとちょっと肌のスケ感も見えるぐらいの
[236:14] この感覚はありますので
[236:16] もう5予避
[236:17] どんどん少なくなってきているようなんですが
[236:21] 色はグレーからもう数百になってます
[236:25] 人気のグレーからは数百になってます残りです
[236:27] そしてピンクのカラーになります
[236:30] こちらのピンクカラーも人気カラーになっています
[236:34] そしてベーシュのカラーは
[236:36] よっか前後の音時計がラスト100セットになっています
[236:40] 100セットになりました
[236:42] これ特多くさん
[236:44] 特多くさん用の愛みのシリーズの中で
[236:47] 今やくつ
[236:50] よりもこっちが人にさ
[236:52] 何だわ
[236:53] 一度感覚と本当にまた欲しくなるけど
[236:57] 本当にすごい買いに来られる方たくさんいらっしゃいます
[237:01] だからこっそ今回やっぱりちょっとプレゼント需要もね
